movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
27,Amigas para Sempre aka Agora e Sempre (1995),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,Persuasão (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,Ladrão de Sonhos (1995),0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
30,Operação Xangai (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Mentes Perigosas (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
33,Asas da Coragem (1995),0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,"Babe, o Porquinho Atrapalhado (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,Carrington - Dias de Paixão (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,Os Últimos Passos de um Homem (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,Across the Sea of Time (1995),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,As Namoradas do Papai (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,As Patricinhas de Beverly Hills (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,Os Deserdados (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,Ricardo III (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,Ambição em Alta Voltagem (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,O Outro Lado da Nobreza (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,Um Sonho Sem Limites (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,Colcha de Retalhos (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,Pocahontas: O Encontro de Dois Mundos (1995),0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,Os Suspeitos (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
51,A Guardiã (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,Poderosa Afrodite (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,América - O Sonho de Chegar (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,Pisando na Bola (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,Kids of the Round Table (1995),0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,Feriados em Família (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,O Carteiro e o Poeta (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
59,Le Confessionnal (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
60,A Chave Mágica (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Olho por Olho (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,Mr. Holland: Adorável Professor (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,Vizinhança do Barulho (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Corações Roubados (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Malucos Por Natureza (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,O Passageiro do Futuro 2 (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,Um Dia Para Relembrar (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,Uma Cama Para Três (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Sexta-feira em Apuros (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Um Drink no Inferno (1996),1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,Atração Explosiva (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Tempo de Decisão (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,Os Miseráveis (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,Rosas da Sedução (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
75,Inimigos Para Sempre (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Assassinos Cibernéticos (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,Acerto Final (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
79,A Jurada (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80,O Balão Branco (1995),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Coisas Para Fazer em Denver Quando Você Está Morto (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
82,A Excêntrica Família de Antônia (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
84,Last Summer in the Hamptons (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,Tormenta (1996),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,O Hóspede Quer Bananas (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,A Ovelha Negra (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Tempo Esgotado (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,The Journey of August King (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,O Segredo de Mary Reilly (1996),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,Um Vampiro no Brooklyn (1995),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
94,Brincando de Seduzir (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,A Última Ameaça (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,O Ódio (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,Shopping (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Heidi Fleiss: Hollywood Madam (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,City Hall: Conspiração no Alto Escalão (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,Pura Adrenalina (1996),0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Deu Tudo Errado (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Inesquecível (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,Um Maluco no Golfe (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,As Pontes de Madison (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,Keiner liebt mich (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Os Muppets na Ilha do Tesouro (1996),0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Assassinato num bar de strip-tease (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
110,Coração Valente (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver: Motorista de Táxi (1976),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx (Hont faan kui) (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Antes e Depois (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
114,Margaret's Museum (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,Le bonheur est dans le pré (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,A Lembrança de Anne Frank (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,O Livro Secreto do Jovem Envenenador (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,Lado a Lado com o Amor (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,Disputa em Família (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Corrida Rumo ao Sol (1996),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,O Príncipe das Mulheres (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Amores Expressos (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
124,O Homem das Estrelas (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Procurando Encrenca (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,A História Sem Fim 3 (1994),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,Corações em Trânsito (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,Feitiço das Estrelas (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
132,Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nueba Yol (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,Sonic Outlaws (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Por Água Abaixo (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,From the Journals of Jean Seberg (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Man of the Year (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,Memórias (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,Target (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,Íntimo & Pessoal (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
141,A Gaiola das Loucas (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Cienie (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,"Gospa, The Miracle of Medjugorje (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,Os Irmãos McMullen (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Os Bad Boys (1995),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
146,Meu Amigo Panda (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Diário de um Adolescente (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,Jogos de Ilusão (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,Amador (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
150,Apollo 13 - Do Desastre ao Triunfo (1995),0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151,"Rob Roy, A Saga de uma Paixão (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
152,O Vício (1995),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
153,Batman Eternamente (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,A Bela da Tarde (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,Muito Além De Rangum (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,Sem Fôlego (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,Operação Canadá (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,"Gasparzinho, o Fantasminha Camarada (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Irmãos de Sangue (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
160,Congo (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Maré Vermelha (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
162,Crumb (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,A Balada do Pistoleiro (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,O Diabo Veste Azul (1995),0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
165,Duro de Matar 3: A Vingança (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
166,Geração Maldita (1995),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
167,Feast of July (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168,Lancelot: O Primeiro Cavaleiro (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
169,Free Willy 2 - A Aventura Continua (1995),0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,Hackers - Piratas de Computador (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
171,Jeffrey - De Caso com a Vida (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,"Johnny Mnemonic, o Cyborg do Futuro (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,O Juiz (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,Um Jurado Muito Louco (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,Vivendo no Abandono (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,O Mestre das Ilusões (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,Amor e Restos Humanos (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,Amor Louco (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
180,Barrados no Shopping (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,Power Rangers: O Filme (1995),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,O Jogo da Verdade (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
183,Mute Witness (1994),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,Nadja (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,A Rede (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
186,Nove Meses (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,Baladas em NY (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Anjos Rebeldes (1995),0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
189,Reckless (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,Mal do Século (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,A Letra Escarlate (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
192,The Show (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,Showgirls (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,Cortina de Fumaça (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,O Poder do Amor (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
196,A Experiência (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
197,As Estrelas de Henrietta (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,Estranhos Prazeres (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
199,Os Guarda-Chuvas do Amor (1964),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
200,Círculo de Sangue (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,Os Três Desejos (1995),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
202,Eclipse Total (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
203,"Para Wong Foo, Obrigada Por Tudo! Julie Newmar (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,A Força em Alerta 2 (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Meus Tios Heróis (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,Abrindo o Zíper (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,Caminhando nas Nuvens (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
208,Waterworld: O Segredo das Águas (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,A Cor da Fúria (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,Wild Bill - Uma Lenda No Oeste (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,Nunca Te Amei (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,Duro de Agarrar (1995),0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
213,O Sol Enganador (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,Antes da Chuva (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
215,Antes do Amanhecer (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,Billy Madison: Um Herdeiro Bobalhão (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Uma Babá Objeto de Desejo (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
218,Somente Elas (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,A Cura (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,Herança Maldita (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,Três Amigas e Uma Traição (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
223,O Balconista (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Don Juan DeMarco (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
225,Assédio Sexual (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
226,Dream Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Zona Mortal (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,Johnny Destino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,A Morte e a Donzela (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
230,Eclipse Total (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,Debi & Lóide: Dois Idiotas em Apuros (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Comer Beber Viver (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
233,Exótica (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,O Amor é uma Grande Fantasia (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Ed Wood (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,Surpresas do Coração (1995),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,Esqueça Paris (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,Amigos para Sempre (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Pateta: O Filme (1995),0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,O Esconderijo (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Lembranças de Outra Vida (1995),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,Farinelli (1994),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
243,Gordy: O Porquinho Herói (1995),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,Gumby: The Movie (1995),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,The Glass Shield (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
246,Basquete Blues (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,Almas Gêmeas (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
248,Houseguest (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Minha Amada Imortal (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
250,Pesos Pesados (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Marcado para Morrer (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,A Teoria do Amor (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,Entrevista com o Vampiro (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
254,Jefferson em Paris (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,2 Malas sem Alça (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Junior (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Justa Causa (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
